ORF,Chr,ORF_Start,ORF_End,Strand,TSS,TTS,TranscriptLength,TranscriptQualifier,TranscriptCenter,PromoterLength,PromoterQualifier,PromoterCenter,NDR3pLength,NDR3pQualifier,NDR3pCenter,Plus1,Minus1,RelativePlus1,RelativeMinus1,NDRcenter,NDRwidth
YDR330W,chrIV,1127872,1129374,1,1127800,1129566,1767,Verified,1128683,182,divergent,1127709,-18,tandem,1129557,1127843,1127566,43,-234,1127705,130
YDR331W,chrIV,1129588,1130823,1,1129549,1130894,1346,Verified,1130222,-18,tandem,1129558,81,tandem,1130935,1129617,1129334,68,-215,1129476,136
YDR332W,chrIV,1131001,1133070,1,1130976,1133143,2168,Verified,1132060,81,tandem,1130935,-107,convergent,1133089,1131019,1130775,43,-201,1130897,97
YDR334W,chrIV,1135932,1140476,1,1135692,1140592,4901,Verified,1138142,256,divergent,1135564,218,tandem,1140701,1135820,1135430,128,-262,1135625,243
YDR335W,chrIV,1141168,1144842,1,1140811,1144932,4122,Verified,1142872,218,tandem,1140702,320,tandem,1145092,1140848,1140538,37,-273,1140693,163
YDR337W,chrIV,1146319,1147179,1,1146270,1147245,976,Verified,1146758,139,tandem,1146200,9,convergent,1147250,1146319,1146061,49,-209,1146190,111
YDR339C,chrIV,1150520,1149951,-1,1150531,1149872,660,Verified,1150202,1107,tandem,1151085,346,tandem,1149699,1150509,1150763,22,-232,1150636,107
YDR341C,chrIV,1153626,1151803,-1,1153662,1151639,2024,Verified,1152651,418,tandem,1153871,1107,tandem,1151085,1153611,1153928,51,-266,1153770,170
YDR342C,chrIV,1155928,1154216,-1,1156014,1154081,1934,Verified,1155048,3449,tandem,1157739,418,tandem,1153872,NaN,NaN,NaN,NaN,NaN,NaN
YDR343C,chrIV,1161320,1159608,-1,1161320,1159464,1857,Verified,1160392,1492,tandem,1162066,3449,tandem,1157739,1161614,1161814,-294,-494,1161714,53
YDR345C,chrIV,1164660,1162957,-1,1164692,1162813,1880,Verified,1163753,2245,tandem,1165815,1492,tandem,1162067,1164608,1165342,84,-650,1164975,587
YDR346C,chrIV,1168659,1167214,-1,1168816,1166938,1879,Verified,1167877,297,divergent,1168965,2245,tandem,1165815,1168796,1169131,20,-315,1168964,188
YDR347W,chrIV,1169178,1170143,1,1169114,1170260,1147,Verified,1169687,297,divergent,1168965,-115,convergent,1170202,1169131,1168796,17,-318,1168964,188
YDR349C,chrIV,1174176,1172386,-1,1174258,1172217,2042,Verified,1173238,1773,tandem,1175145,192,tandem,1172121,1174235,1174519,23,-261,1174377,137
YDR350C,chrIV,1178174,1176120,-1,1178202,1176032,2171,Verified,1177117,242,divergent,1178323,1773,tandem,1175145,1178178,1178478,24,-276,1178328,153
YDR351W,chrIV,1178666,1181260,1,1178445,1181409,2965,Verified,1179927,242,divergent,1178324,213,tandem,1181516,1178478,1178178,33,-267,1178328,153
YDR353W,chrIV,1183299,1184258,1,1183251,1184337,1087,Verified,1183794,267,tandem,1183117,283,tandem,1184479,1183266,1182986,15,-265,1183126,133
YDR354W,chrIV,1184747,1185889,1,1184621,1185958,1338,Verified,1185290,283,tandem,1184479,78,tandem,1185997,1184679,1184419,58,-202,1184549,113
YDR356W,chrIV,1186107,1188941,1,1186037,1189268,3232,Verified,1187653,78,tandem,1185998,-119,convergent,1189208,1186121,1185837,84,-200,1185979,137
YDR358W,chrIV,1190059,1191732,1,1190007,1191893,1887,Verified,1190950,286,divergent,1189864,-141,convergent,1191822,1190053,1189555,46,-452,1189804,351
YDR359C,chrIV,1194884,1191936,-1,1194879,1191753,3127,Verified,1193316,281,tandem,1195020,1745,convergent,1190880,1194856,1195143,23,-264,1195000,140
YDR361C,chrIV,1196263,1195412,-1,1196297,1195161,1137,Verified,1195729,330,tandem,1196462,281,tandem,1195020,1196260,1196570,37,-273,1196415,163
YDR362C,chrIV,1198697,1196679,-1,1198807,1196628,2180,Verified,1197718,226,divergent,1198920,330,tandem,1196463,1198779,1199050,28,-243,1198915,124
YDR363W,chrIV,1199183,1200553,1,1199034,1200721,1688,Verified,1199878,226,divergent,1198921,1390,tandem,1201416,1199050,1198779,16,-255,1198915,124
YDR363W-A,chrIV,1202128,1202397,1,1202112,1202650,539,Verified,1202381,1390,tandem,1201417,-82,convergent,1202609,1202144,1201599,32,-513,1201872,398
YDR364C,chrIV,1204210,1202843,-1,1204243,1202569,1675,Verified,1203406,166,tandem,1204326,456,convergent,1202341,1204182,1204429,61,-186,1204306,100
YDR365C,chrIV,1206383,1204497,-1,1206453,1204410,2044,Verified,1205432,6314,divergent,1209610,166,tandem,1204327,1206400,1206683,53,-230,1206542,136
YDR367W,chrIV,1212848,1213614,1,1212768,1213675,908,Verified,1213222,6314,divergent,1209611,-1432,convergent,1212959,1212852,1212616,84,-152,1212734,89
YDR368W,chrIV,1213904,1214842,1,1213853,1215004,1152,Verified,1214429,953,divergent,1213376,-95,convergent,1214956,1213896,1213602,43,-251,1213749,147
YDR369C,chrIV,1217580,1215016,-1,1217603,1214910,2694,Verified,1216257,124,tandem,1217665,1056,convergent,1214382,1217562,1217794,41,-191,1217678,85
YDR372C,chrIV,1222149,1221112,-1,1222412,1220967,1446,Verified,1221690,233,divergent,1222529,1616,convergent,1220159,1222401,1222717,11,-305,1222559,169
YDR373W,chrIV,1222759,1223331,1,1222646,1223457,812,Verified,1223052,233,divergent,1222529,-90,convergent,1223412,1222717,1222401,71,-245,1222559,169
YDR375C,chrIV,1226536,1225166,-1,1226536,1225094,1443,Verified,1225815,275,divergent,1226674,336,convergent,1224926,1226498,1226778,38,-242,1226638,133
YDR376W,chrIV,1226822,1228303,1,1226812,1228371,1560,Verified,1227592,275,divergent,1226674,144,tandem,1228443,1226778,1226498,-34,-314,1226638,133
YDR377W,chrIV,1228611,1228916,1,1228516,1229189,674,Verified,1228853,144,tandem,1228444,-5,convergent,1229186,1228577,1228287,61,-229,1228432,143
YDR378C,chrIV,1229609,1229349,-1,1229627,1229185,443,Verified,1229406,405,divergent,1229830,668,convergent,1228851,1229576,1229844,51,-217,1229710,121
YDR379W,chrIV,1230167,1233196,1,1230033,1233279,3247,Verified,1231656,405,divergent,1229830,-136,convergent,1233211,1230080,1229844,47,-189,1229962,89
YDR379C-A,chrIV,1233517,1233278,-1,1233547,1233144,404,Verified,1233346,565,divergent,1233830,3110,convergent,1231589,1233496,1233731,51,-184,1233614,88
YDR380W,chrIV,1234218,1236125,1,1234113,1236250,2138,Verified,1235182,565,divergent,1233830,210,tandem,1236355,1234077,1233731,-36,-382,1233904,199
YDR381W,chrIV,1236558,1238004,1,1236461,1238196,1736,Verified,1237329,210,tandem,1236356,6,convergent,1238199,1236554,1236159,93,-302,1236357,248
YDR381C-A,chrIV,1238850,1238312,-1,1239081,1238203,879,Verified,1238642,329,divergent,1239246,1741,convergent,1237332,NaN,NaN,NaN,NaN,NaN,NaN
YDR382W,chrIV,1239492,1239824,1,1239411,1239969,559,Verified,1239690,329,divergent,1239246,-72,convergent,1239933,1239463,1238817,52,-594,1239140,499
YDR383C,chrIV,1240676,1239960,-1,1240698,1239898,801,Verified,1240298,344,tandem,1240870,486,convergent,1239655,1240638,1240869,60,-171,1240754,84
YDR384C,chrIV,1242031,1241204,-1,1242116,1241043,1074,Verified,1241580,1067,divergent,1242650,344,tandem,1240871,NaN,NaN,NaN,NaN,NaN,NaN
YDR385W,chrIV,1243230,1245758,1,1243184,1245910,2727,Verified,1244547,1067,divergent,1242650,165,tandem,1245993,1243220,1242957,36,-227,1243089,116
YDR386W,chrIV,1246084,1247982,1,1246076,1248091,2016,Verified,1247084,165,tandem,1245993,-74,convergent,1248054,NaN,NaN,NaN,NaN,NaN,NaN
YDR388W,chrIV,1250186,1251634,1,1250160,1251755,1596,Verified,1250958,192,divergent,1250064,259,tandem,1251885,1250193,1249908,33,-252,1250051,138
YDR389W,chrIV,1252537,1254501,1,1252015,1254756,2742,Verified,1253386,259,tandem,1251885,95,convergent,1254804,1252067,1251623,52,-392,1251845,297
YDR390C,chrIV,1256847,1254937,-1,1256876,1254852,2025,Verified,1255864,423,tandem,1257088,2836,convergent,1253434,1256832,1257232,44,-356,1257032,253
YDR392W,chrIV,1258696,1259709,1,1258626,1259839,1214,Verified,1259233,558,divergent,1258347,61,tandem,1259870,1258698,1258430,72,-196,1258564,121
YDR393W,chrIV,1259901,1261271,1,1259901,1261437,1537,Verified,1260669,61,tandem,1259870,139,tandem,1261507,1259867,1259626,-34,-275,1259747,94
YDR394W,chrIV,1261681,1262967,1,1261577,1263062,1486,Verified,1262320,139,tandem,1261507,139,tandem,1263132,1261628,1261349,51,-228,1261489,132
YDR395W,chrIV,1263324,1266158,1,1263202,1266251,3050,Verified,1264727,139,tandem,1263132,-57,convergent,1266222,1263247,1262951,45,-251,1263099,149
YDR397C,chrIV,1266898,1266366,-1,1266948,1266195,754,Verified,1266572,486,divergent,1267191,2992,convergent,1264699,1266863,1267144,85,-196,1267004,134
YDR398W,chrIV,1267471,1269402,1,1267435,1269508,2074,Verified,1268472,486,divergent,1267192,490,tandem,1269753,1267457,1267144,22,-291,1267301,166
YDR399W,chrIV,1270068,1270733,1,1269999,1270846,848,Verified,1270423,490,tandem,1269754,196,tandem,1270944,1269972,1269598,-27,-401,1269785,227
YDR400W,chrIV,1271063,1272085,1,1271043,1272254,1212,Verified,1271649,196,tandem,1270945,-64,convergent,1272222,NaN,NaN,NaN,NaN,NaN,NaN
YDR402C,chrIV,1273703,1272234,-1,1273703,1272191,1513,Verified,1272947,898,divergent,1274152,1147,convergent,1271617,1273909,1274191,-206,-488,1274050,135
YDR403W,chrIV,1274602,1276212,1,1274602,1276442,1841,Verified,1275522,898,divergent,1274153,63,convergent,1276474,1274191,1273909,-411,-693,1274050,135
YDR404C,chrIV,1277169,1276654,-1,1277361,1276506,856,Verified,1276934,231,divergent,1277477,1903,convergent,1275554,1277308,1277643,53,-282,1277476,188
YDR405W,chrIV,1277646,1278437,1,1277593,1278578,986,Verified,1278086,231,divergent,1277477,510,tandem,1278833,1277643,1277308,50,-285,1277476,188
YDR406W,chrIV,1279210,1283799,1,1279089,1283913,4825,Verified,1281501,510,tandem,1278834,86,convergent,1283956,1278994,1278655,-95,-434,1278825,192
YDR407C,chrIV,1287938,1284069,-1,1288018,1284000,4019,Verified,1286009,26,tandem,1288031,4910,convergent,1281545,1287987,1288296,31,-278,1288142,162
YDR408C,chrIV,1288859,1288215,-1,1288920,1288045,876,Verified,1288483,446,divergent,1289143,26,tandem,1288032,1288886,1289142,34,-222,1289014,109
YDR409W,chrIV,1289406,1292120,1,1289367,1292452,3086,Verified,1290910,446,divergent,1289144,-153,convergent,1292375,1289412,1289142,45,-225,1289277,123
YDR410C,chrIV,1293091,1292372,-1,1293154,1292300,855,Verified,1292727,150,tandem,1293229,2932,convergent,1290834,1293118,1293405,36,-251,1293262,140
YDR411C,chrIV,1294394,1293369,-1,1294416,1293305,1112,Verified,1293861,227,divergent,1294530,150,tandem,1293230,1294382,1294695,34,-279,1294539,166
YDR412W,chrIV,1294693,1295400,1,1294644,1295551,908,Verified,1295098,227,divergent,1294530,-112,convergent,1295495,1294695,1294382,51,-262,1294539,166
YDR414C,chrIV,1296686,1295598,-1,1296863,1295440,1424,Verified,1296152,83,tandem,1296905,795,convergent,1295042,1296819,1297052,44,-189,1296936,86
YDR416W,chrIV,1298432,1301011,1,1298336,1301043,2708,Verified,1299690,130,divergent,1298271,546,tandem,1301316,1298397,1298157,61,-179,1298277,93
YDR418W,chrIV,1301616,1302113,1,1301590,1302214,625,Verified,1301902,546,tandem,1301317,953,tandem,1302691,1301630,1301234,40,-356,1301432,249
YDR419W,chrIV,1303174,1305072,1,1303168,1305429,2262,Verified,1304299,953,tandem,1302691,570,tandem,1305714,1303208,1302972,40,-196,1303090,89
YDR420W,chrIV,1306267,1311675,1,1306000,1311862,5863,Verified,1308931,570,tandem,1305715,87,tandem,1311906,1306039,1305479,39,-521,1305759,413
YDR421W,chrIV,1312040,1314892,1,1311950,1315162,3213,Verified,1313556,87,tandem,1311906,107,convergent,1315216,1311997,1311766,47,-184,1311882,84
YDR422C,chrIV,1317773,1315326,-1,1317829,1315270,2560,Verified,1316550,147,tandem,1317903,3319,convergent,1313610,1317834,1318117,-5,-288,1317976,136
YDR423C,chrIV,1319275,1318046,-1,1319247,1317977,1271,Verified,1318612,96,tandem,1319295,147,tandem,1317903,1319202,1319496,45,-249,1319349,147
YDR424C,chrIV,1319841,1319387,-1,1319867,1319344,524,Verified,1319606,146,divergent,1319940,96,tandem,1319296,1319824,1320050,43,-183,1319937,79
YDR425W,chrIV,1320064,1321941,1,1320014,1321941,1928,Verified,1320978,146,divergent,1319941,231,tandem,1322057,1320050,1319824,36,-190,1319937,79
YDR427W,chrIV,1322205,1323386,1,1322173,1323468,1296,Verified,1322821,231,tandem,1322057,-122,convergent,1323407,1322225,1321947,52,-226,1322086,131
YDR428C,chrIV,1324239,1323454,-1,1324267,1323347,921,Verified,1323807,84,tandem,1324309,1173,convergent,1322760,NaN,NaN,NaN,NaN,NaN,NaN
YDR429C,chrIV,1325301,1324477,-1,1325319,1324352,968,Verified,1324836,130,tandem,1325384,84,tandem,1324310,1325275,1325555,44,-236,1325415,133
YDR430C,chrIV,1328470,1325501,-1,1328527,1325450,3078,Verified,1326989,227,divergent,1328641,130,tandem,1325385,1328515,1328828,12,-301,1328672,166
YDR432W,chrIV,1328783,1330027,1,1328755,1330135,1381,Verified,1329445,227,divergent,1328641,1005,tandem,1330638,1328828,1328515,73,-240,1328672,166
YDR434W,chrIV,1331237,1332841,1,1331141,1332956,1816,Verified,1332049,1005,tandem,1330638,-100,convergent,1332906,1331181,1330909,40,-232,1331045,125
YDR435C,chrIV,1333969,1332983,-1,1333981,1332857,1125,Verified,1333419,594,divergent,1334278,1715,convergent,1331999,1333941,1334196,40,-215,1334069,108
YDR436W,chrIV,1334821,1336953,1,1334576,1337115,2540,Verified,1335846,594,divergent,1334279,177,tandem,1337204,1334196,1333942,-380,-634,1334069,107
YDR437W,chrIV,1337352,1337774,1,1337293,1337774,482,Verified,1337534,177,tandem,1337204,436,tandem,1337992,1337327,1337075,34,-218,1337201,105
YDR438W,chrIV,1338274,1339386,1,1338211,1339486,1276,Verified,1338849,436,tandem,1337993,137,tandem,1339555,1338269,1338068,58,-143,1338169,54
YDR439W,chrIV,1339676,1340719,1,1339624,1340910,1287,Verified,1340267,137,tandem,1339555,1487,tandem,1341654,1339635,1339404,11,-220,1339520,84
YDR440W,chrIV,1342493,1344241,1,1342398,1344328,1931,Verified,1343363,1487,tandem,1341654,23,convergent,1344340,1342450,1342180,52,-218,1342315,123
YDR441C,chrIV,1345062,1344517,-1,1345211,1344352,860,Verified,1344782,130,tandem,1345276,1953,convergent,1343375,1345202,1345713,9,-502,1345458,364
YDR443C,chrIV,1349938,1345676,-1,1350027,1345342,4686,Verified,1347685,197,divergent,1350126,130,tandem,1345277,1349969,1350261,58,-234,1350115,145
YDR446W,chrIV,1353725,1354633,1,1353709,1354633,925,Verified,1354171,1306,tandem,1353056,77,convergent,1354672,1353762,1353472,53,-237,1353617,143
YDR447C,chrIV,1355553,1354829,-1,1355574,1354711,864,Verified,1355143,437,divergent,1355793,1001,convergent,1354210,1355470,1356039,104,-465,1355755,422
YDR448W,chrIV,1356065,1357369,1,1356012,1357598,1587,Verified,1356805,437,divergent,1355793,-77,convergent,1357559,1356042,1355431,30,-581,1355737,464
YDR449C,chrIV,1358902,1357580,-1,1358931,1357522,1410,Verified,1358227,970,divergent,1359416,1509,convergent,1356767,1358895,1359191,36,-260,1359043,149
YDR450W,chrIV,1359923,1360798,1,1359902,1360915,1014,Verified,1360409,970,divergent,1359417,-8,convergent,1360911,1359909,1359454,7,-448,1359682,308
YDR451C,chrIV,1362181,1361120,-1,1362234,1360908,1327,Verified,1361571,505,divergent,1362487,1005,convergent,1360405,1362319,1362771,-85,-537,1362545,305
YDR452W,chrIV,1362878,1364902,1,1362740,1365090,2351,Verified,1363915,505,divergent,1362487,-103,convergent,1365038,1362771,1362319,31,-421,1362545,305
YDR453C,chrIV,1365662,1365072,-1,1365401,1364988,414,Verified,1365195,759,tandem,1365781,2247,convergent,1363864,1365365,1365617,36,-216,1365491,105
YDR454C,chrIV,1366827,1366264,-1,1366864,1366161,704,Verified,1366513,592,divergent,1367160,759,tandem,1365781,1366825,1367057,39,-193,1366941,85
YDR456W,chrIV,1367485,1369386,1,1367457,1369492,2036,Verified,1368475,592,divergent,1367161,183,tandem,1369584,1367486,1367215,29,-242,1367351,124
YDR457W,chrIV,1369790,1379596,1,1369676,1379652,9977,Verified,1374664,183,tandem,1369584,228,convergent,1379766,1369733,1369430,57,-246,1369582,156
YDR458C,chrIV,1382046,1380055,-1,1382095,1379881,2215,Verified,1380988,56,tandem,1382123,10204,convergent,1374779,1382059,1382294,36,-199,1382177,88
YDR459C,chrIV,1383443,1382319,-1,1383539,1382152,1388,Verified,1382846,131,divergent,1383605,56,tandem,1382124,1383493,1383735,46,-196,1383614,95
YDR460W,chrIV,1383811,1384776,1,1383671,1384877,1207,Verified,1384274,131,divergent,1383605,275,tandem,1385015,1383735,1383493,64,-178,1383614,95
YDR461W,chrIV,1385176,1385286,1,1385153,1385432,280,Verified,1385293,275,tandem,1385015,-46,convergent,1385409,1385089,1384836,-64,-317,1384963,106
YDR462W,chrIV,1386073,1386516,1,1386019,1386639,621,Verified,1386329,176,divergent,1385931,148,tandem,1386713,1386074,1385769,55,-250,1385922,158
YDR463W,chrIV,1386816,1388375,1,1386788,1388578,1791,Verified,1387683,148,tandem,1386714,202,tandem,1388679,1386830,1386527,42,-261,1386679,156
YDR464W,chrIV,1388872,1393179,1,1388781,1393337,4557,Verified,1391059,202,tandem,1388680,-138,convergent,1393268,1388798,1388515,17,-266,1388657,136
YDR465C,chrIV,1394574,1393336,-1,1394617,1393200,1418,Verified,1393909,389,divergent,1394812,4418,convergent,1390991,1394577,1394799,40,-182,1394688,75
YDR466W,chrIV,1395121,1397817,1,1395007,1398050,3044,Verified,1396529,389,divergent,1394812,-148,convergent,1397976,1395060,1394799,53,-208,1394930,114
YDR468C,chrIV,1398700,1398026,-1,1398752,1397903,850,Verified,1398328,261,divergent,1398883,2895,convergent,1396455,1398780,1399044,-28,-292,1398912,117
YDR469W,chrIV,1399015,1399542,1,1399014,1399607,594,Verified,1399311,261,divergent,1398883,-74,convergent,1399570,1399044,1398780,30,-234,1398912,117
YDR470C,chrIV,1401214,1399706,-1,1401299,1399534,1766,Verified,1400417,445,divergent,1401522,519,convergent,1399274,1401252,1401792,47,-493,1401522,393
YDR471W,chrIV,1401770,1402564,1,1401745,1402681,937,Verified,1402213,445,divergent,1401522,570,tandem,1402966,1401792,1401252,47,-493,1401522,393
YDR472W,chrIV,1403322,1404173,1,1403252,1404297,1046,Verified,1403775,570,tandem,1402967,-91,convergent,1404251,1403310,1403080,58,-172,1403195,83
YDR473C,chrIV,1405854,1404445,-1,1405925,1404207,1719,Verified,1405066,1476,tandem,1406663,954,convergent,1403730,1405876,1406115,49,-190,1405996,92
YDR475C,chrIV,1410094,1407464,-1,1410094,1407402,2693,Verified,1408748,156,tandem,1410172,1476,tandem,1406664,1410324,1410554,-230,-460,1410439,83
YDR477W,chrIV,1412373,1414274,1,1412079,1414402,2324,Verified,1413241,933,divergent,1411612,135,tandem,1414470,1412116,1411867,37,-212,1411992,102
YDR478W,chrIV,1414575,1415171,1,1414538,1415237,700,Verified,1414888,135,tandem,1414470,-112,convergent,1415181,1414600,1414331,62,-207,1414466,122
YDR479C,chrIV,1416874,1415210,-1,1416922,1415126,1797,Verified,1416024,402,divergent,1417123,587,convergent,1414832,1416888,1417114,34,-192,1417001,79
YDR480W,chrIV,1417399,1418370,1,1417325,1418524,1200,Verified,1417925,402,divergent,1417124,-85,convergent,1418481,1417353,1417114,28,-211,1417234,92
